text,language,old_label,lvl1,lvl2,lvl3,leaf_label,path
"It is claiming to be from DPD and that they attempted to deliver a package, but I was not home, and it is giving me a link to either schedule another delivery or to pick up the package (I think, my German is not the best, I did not want to use the autotranslate in case it accidentally accessed the link). I did not click on the link. The phone number the text is from is +63 999 537 6803.",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"Received text message to click on alleged DHL package tracking link however, upon verification on DHL website, this is not the right link, so I did not click as probably a fraud. The message I got is: ""Für Ihr Paket fallen Zollgebühren an. Bitte nutzen Sie folgenden Link, um diese zu bezahlen : https://ch-dhtracking.com DHL AG Schweiz""",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"Subject: Report of Attempted Fraudulent Phone Call

On November 3, 2025, at approximately 19:30, I received a phone call from the number 076 858 90 25. The caller, speaking French with an accent that appeared to be African, identified themselves as a representative of a bank.

The caller asked whether I was Mr. Bosch and inquired if I had initiated a CHF 500 transaction via TWINT. When I replied that I do not use TWINT, the caller further asked if I would like to cancel the transaction. I informed them that they could proceed as they wished and stated that I suspected the call to be fraudulent. I then terminated the call.

I respectfully request that the competent authorities investigate the aforementioned phone number and take the necessary measures to identify and hold the individual responsible accountable under the law. I remain at your disposal to provide any further information, either as a witness or as a potential victim of this attempted fraud.

Sincerely,
L. Rostov",en,Phishing,Phishing,Vishing,Other-Vishing,Phishing/Vishing/Other-Vishing,"['Phishing', 'Vishing', 'Other-Vishing']"
"The impersonator sent an email to with a link saying that my SBB payment information should be updated within next 24 hours or it would be cancelled.

Please find attached part of the email received",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"This is how it happened. I was selling my watch on facebook and a person named Anika was interested in it. Told me to talk on what’s app for easier interaction. Then after some discussions, she accepted the price I gave her and asked me if I had twint. Proceeded to say her maximum spending amount was at its limits and wanted to pay through a La poste site. That’s when she sent me the link that I put below. I clicked on the link but afterwards I had to click on « Accept the transaction » which I did not. The number she gave me is +41 77 252 50 11",en,Phishing,Phishing,Classified-Ad-Phishing,,Phishing/Classified-Ad-Phishing,"['Phishing', 'Classified-Ad-Phishing']"
"Two hotels in Lausanne area (https://hotelbeaulutry.ch and  https://futurapartments.com/en) had their reservations system hacked. Clients are asked to complete payments or reservation, using fake WhatsApp messages. Messages are impersonating the hotels, and are using correct personal information. Personal data exposed: Name, phone, home address, reservation are confirmed as exposed. Credit cards, residence permit and passport - possibly exposed.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"booking.com scam

Whatsapp number of scammers: +1 (555) 776-2096

They want me to confirm my reservation and give my credit card information. They had all my details: name, dates of the holiday and booking reservation number.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"A customer suffered a ransomware attack from the FOG threat actor 12.01 everything brought up directly from an immutable backup.

it is probably a leverage of CVE-2021-23455",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"All files on our Synology NAS (DS920+, approx. 4 TB) have been encrypted and renamed with a .deadbolt extension. A ransom note is displayed directly on the DSM login page demanding 0.03 BTC. Two-factor authentication was not enabled. The device was directly exposed to the internet via UPnP port forwarding. We have since disconnected it from the network. Is there any known decryptor available for this variant?",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"All the files on our QNAP NAS unit (approx 2 TB) have been encrypted as of 06 feb 2012 (.7z suffix added to every file).  There is a text file in each folder demanding transfer of bitcoin to decrypt.  (We will not do this.) 

There are four user accounts; two-factor authentication is set up for the two main users but we have realised it was not set up for the two additional family members.

Is there anything we can do to retrieve the data?",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Astec Boat SA (Switzerland) was involved with a cyberattack on the 23th of Jun 2013 at 0050CET, targeting Astec internal shared network involving Blackout Ransomware. The ransomware attacked affected multiple IT systems, including servers hosting sensitive customer data, financial records, and employee information. The compromised systems processed critical business information. The cyberattack has been resolved and Astec Boat SA has returned to normal operations.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Dear Madam / Sir,
I have just tried to report this through the online form but an error occurred.

I am working in the Modal Assurance team (Risk Management / Security) of flammèche Cosmetics, based in Basel.
During last weekend (31st march / 1st April), 1 database of our Group hosted by Microsoft Azure and containing personal data of customers has been attacked.
The adversary then accessed our mailing system (Sendgrid) and sent an email to some approximately 2,700 of our colleagues, in several waves yesterday and today. The emails were to inform of the attack, and to threaten to sell the stolen data if the company did not pay 45 BTC in ransom. You can find the emails in attachment.
We have established a crisis management team comprising of our internal IT teams in Switzerland and Czech Republic, our IT partners IBM and Microsoft, our Modal Assurance team in Switzerland, our Legal team, our CFO and CEO.

The first elements that we have collected indicate that the attacker compromised one of our web servers via trojans and got access to all data stored there, including credentials such as connection strings to storage accounts where we store documents containing personal data of flammèche Cosmetics customers. We are also able to confirm that the data was indeed downloaded by the adversary and then deleted from the database (approximately 4 TB).
Initial elements seem to indicate that the adversary is located in Russia and has been accessing a server and database primarily dedicated to the operation of our Russia and other ex-Soviet commercial markets.
We have taken immediate measures to limit any further damage. However at this stage we are not able to confirm whether the adversary is still in our infrastructure or not. We are currently informing relevant data protection authorities.
Please note that the data stolen does not concern – as far as we can tell – any Swiss data subjects, as our Group does not run any commercial operations in Switzerland.

Thank you and best regards,
Daniel Ratliff",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"I have been a victim of this ransomeware, i realized all my jpg and other document files we encrypted on my qnap SS-839, my only chance i see is to pay in Bitcoin more than 1000chf to be able to get the files back (only maybe)! What do i need to do ? thanks, George",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"I have been a victim of this ransomeware, i realized all my jpg and other document files we encrypted on my qnap, my only chance i see is to pay in Bitcoin more than 1000chf to be able to get the files back (only maybe)! What do i need to do ? thanks, Luca",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"I've been a victim of a ransomeware attack and the damage caused was roughly 400chf. I ran a console command which infected my Device, deleted all my files and encrypted my harddrive. They called me on Telegram and made me send items worth lots of money to their account, or else they would leave my harddrive encrypted.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Our company website and associated file server were encrypted following what appears to be an exploitation of an unpatched vulnerability in our CMS (WordPress). All files have been renamed with a .LOCKED extension and a ransom note named READ_ME_NOW.txt was found in every directory. The attacker is demanding 1.2 BTC. We have taken the server offline. Hosting provider is Infomaniak, based in Geneva.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Our confluence server https://projects.gazpole.org suffered a hack most likely from https://projects.gazpole.org/browse/SERVER-12332, although we have not concluded our investigation.

From what wee see initially all files in the Server directory have been encrypted and are renamed with a .LOCK3D extension",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Our production facility in Schaffhausen experienced a ransomware incident affecting our OT network. Several HMI workstations running Windows 7 were encrypted overnight. Production lines had to be stopped for 36 hours. The ransomware note references the LockBit group and demands payment in Monero. Our IT/OT segmentation was not properly enforced, which likely allowed lateral movement from the corporate network.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Subject: Cyber Attach concerning Ransomware (cyber incident impliquant un rançongiciel)
On January 12, 2020, the Local Chamber of Lengnau IT and communications systems have been hacked by a ransomware group, called Rhysida. The group hacked our servers located in Torino, Ticino, Switzerland and asked for payment (see attached files). At the same time, they threatened to share confidential material worldwide and compromise all our systems. Our IT team is now working together with an expert IT company (Counterhack)  to restore, clean, and put back on-line our servers; it may take several weeks to be back in full operation. I am writing using my personal email address (clarisham@stockpal.com) because our active directory, email,/data servers, have been compromised. Our ERP system (Microsoft Business Central) looks safe as it has been migrated in the cloud few months ago and we took further precautions after the attach. We remain at your disposal for any question. Clarissa hamberg, Local Chamber of Lengnau Director, Finance, IT & Facilities
+41 32 456 23 23",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"TDD recently became aware of an IT security incident that impacted certain TDD systems.  TDD started an investigation, retained leading experts, notified certain law enforcement and data protection authorities, and implemented measures to contain and assess the incident.  The incident has now been successfully contained.  

All of TDD key services and systems are up and running, all factories are operating, and the company continues to serve its customers.  The company also continues to restore any remaining impacted services and systems and is further enhancing the security of its systems.

TDD has determined that an unauthorized third-party accessed certain TDD systems, deployed a type of ransomware that is not self-propagating, and exfiltrated certain data.  The company is working to identify and analyze the nature and scope of affected data, and is further assessing its notification obligations.  TDD will communicate with affected parties where necessary, including, for example, specific customers and/or individuals where personally identifiable information was affected.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We are a manufacturing company based in canton Aargau. On the night of 4 April, the AKIRA ransomware group encrypted our file server and three workstations. In addition to encryption, we have confirmed data exfiltration: a directory listing of our stolen files has already appeared on the AKIRA leak site. We have engaged an external incident response firm and have notified our cyber insurance provider. Estimated recovery time is 2 weeks.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We are a medical practice in Geneva with approximately 3,200 patient records. On the morning of 14 March, staff could no longer access our patient management system. All files on the local server were encrypted with a .MEOW extension. A ransom demand of 2 BTC was left in a text file. We have contacted our software vendor and our data protection officer. We believe the attack vector was RDP exposed to the internet.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
We are a small accounting firm (8 employees) based in Zurich. Last Monday we noticed that several files on our shared drive had been renamed with a .ELBIE extension and could no longer be opened. We found a ransom note (HOW_TO_RESTORE.txt) on the desktop of one workstation demanding 0.5 BTC. We believe the initial access was via a phishing email opened by one of our employees three days earlier. Our IT provider has isolated the affected machine. No backup solution was in place.,en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We got hit by ransomware, we estimate ~3 windows servers is impacted including domain controller and database servers, we're investigating if backups are usable. We would like to ask for your support in handling the case. In your opinion, should we enter the mentioned website? Can you recognize (for example by the note) which group is that?",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We got hit by ransomware, we estimate ~400 windows servers is impacted including domain controller and database servers, we're investigating if backups are usable. We would like to ask for your support in handling the case. In your opinion, should we enter the mentioned website? Can you recognize (for example by the note) which group is that?

Ransom note below:

Your network has been breached and all data were encrypted.
Personal data, financial reports and important documents are ready to disclose.

To decrypt all the data and to prevent exfiltrated files to be disclosed at 
http://hive4234234234234eag6c6tyc3xw7ez7iqy6wc34gd2nekazyd.onion/
you will need to purchase our decryption software.

Please contact our sales department at:

   http://hivecu424234234234tbqgdnkks64ucehqacge3dij3gyrrpdp57zoq3ooqd.onion/
  
      Login:    fs0s90df89sf
      Password: sdf89sdf890sdg890

To get an access to .onion websites download and install Tor Browser at:
   https://www.torproject.org/ (Tor Browser is not related to us)


Follow the guidelines below to avoid losing your data:

 - Do not modify, rename or delete *.key.yshh6 files. Your data will be 
   undecryptable.
 - Do not modify or rename encrypted files. You will lose them.
 - Do not report to the Police, FBI, etc. They don't care about your business.
   They simply won't allow you to pay. As a result you will lose everything.
 - Do not hire a recovery company. They can't decrypt without the key. 
   They also don't care about your business. They believe that they are 
   good negotiators, but it is not. They usually fail. So speak for yourself.
 - Do not reject to purchase. Exfiltrated files will be publicly disclosed.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We have discovered that our local infrastructure was totally wiped out at 02.32 yesterday (Wednesday the 13th of Aug. 2022.
VMware ESXi has been deleted from our 2 servers,
All Virtual machines are wiped out  (ESXi screen says ""No hypervisor found."") and local backup has been deleted too.
I found a txt file named Akira_README.txt in the Veeam backup target repository and the repository appears empty.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"We were notified by our managed IT service provider that their infrastructure was compromised by ransomware last night. As a consequence, several of our systems that were remotely managed by them have also been encrypted. The threat actor appears to have used the provider's RMM tool (ConnectWise) to deploy the payload. We are currently unable to determine the full extent of affected systems. This appears to be a supply chain attack targeting multiple clients of the same provider.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
"Switzerland,  Monday, 16 February 2026, 10h30 and again 12h00. I receive a phone call from ""Charlie Bell"" (!!!!) of Microsoft. No phone number. Probably Swiss German, speaks no French but good English.

He informs me that my computer has been tampered with and he can help me solve the problem. I have to switch on my computer. I ask him to phone again later. He does so and I ask him to email the problem to me. He says that this was not possible and our conversation comes to an end.

End of story.",en,Fake-Support,Fraud,Fake-Support,Other-Fake-Support,Fraud/Fake-Support/Other-Fake-Support,"['Fraud', 'Fake-Support', 'Other-Fake-Support']"
"I don't have much time, so let's get straight to the point.

I want to make you an offer that you can refuse, but only once.

Here's what I have:

Your complete personal information: full name, date of birth, home address.

Your social security number and driver's license details.

All your email account login credentials, including this account.

Other login details and your private messages.

A multitude of files found on your devices.

Access to your bank accounts.

The details of your credit cards: number, expiry date, and cvv.

I have compiled this entire package into a single folder. I can and intend to do two things with it. It is up to you to decide which one:

I will send this entire package to darknet markets, where other criminals will buy it.

It is unknown how they will use this information. They may purchase something illegal in your name, or they may not, but you will definitely not like it.

Or you can buy it from me for a small fee of 600 usd.

Changing the entire package of documents and data is very expensive, very time-consuming, and unsafe.

I already know that you have just read this text. Do not try to ignore this.

I only accept payment in bitcoins at the exchange rate at the time of transfer.

Transfer money here: 1N42K1P3hMByPXevxqr79J1sPEbMHxKWcd

After payment, I will delete the folder containing your data, and you can continue living as before or, if you don't trust me, take your time changing all your data. It's more profitable for me if you pay me. It's easier and better for everyone.

This is a unique offer. Take advantage of it. I will wait for 1 day.",en,Fake-sextortion,Fraud,Fake-Sextortion,Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,"['Fraud', 'Fake-Sextortion', 'Other-Fake-Sextortion']"
The website scams people. Initially grew because of a fake elon musk tweet.,en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"I would like to report a phishing attempt.

Phone number: +49 15510 085907

Platform: WhatsApp

The sender contacted me with a suspicious message containing a link impersonating a legitimate service (Tripadvisor / Booking).

Phishing link:

https://tripadvisor.de-booking-invitation.link/PropertyRental-g6094219/en/543341515

The link appears to be fraudulent and designed to steal personal or financial information.

I was asked to make a bank transfer to:

NAME: Maria Encarnacion Sanchez Perez

IBAN: ES64 2100 6449 1602 0019 5464

BIC: CAIXESBBXXX

BANK: CAIXABANK, S.A.

ADDRESS: DIAGONAL 621 8028 BARCELONA. SPAIN


I received this message via WhatsApp.

Please investigate and take appropriate action.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"Hi there

Our customer ""Plareau SA"" in Bienne had a Ransomware Attack and every server is encrypted. See the note below. This is the first Information, we're now getting into research and analysis of the attack.",en,Ransomware,Malware,Ransomware,,Malware/Ransomware,"['Malware', 'Ransomware']"
